Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
25000,4/22/2016,credit_card,695,17.03%,797xx,TX,10+ years,0
20000,4/22/2016,credit_card,,83.19%,741xx,OK,< 1 year,0
7000,4/22/2016,debt_consolidation,,26.97%,180xx,PA,< 1 year,0
10000,4/22/2016,debt_consolidation,,22.74%,194xx,PA,< 1 year,0
10000,4/22/2016,home_improvement,662,5.92%,554xx,MN,< 1 year,0
40000,4/22/2016,debt_consolidation,627,37.35%,320xx,FL,< 1 year,0
7000,4/22/2016,debt_consolidation,,45.93%,953xx,CA,< 1 year,0
3500,4/22/2016,debt_consolidation,,14.80%,482xx,MI,< 1 year,0
5000,4/22/2016,debt_consolidation,706,30.95%,630xx,MO,8 years,0
5000,4/22/2016,debt_consolidation,,6.99%,925xx,CA,< 1 year,0
7000,4/22/2016,debt_consolidation,,11.44%,891xx,NV,< 1 year,0
11000,4/22/2016,Debt consolidation,,48.94%,300xx,GA,,0
75000,4/22/2016,Business Loan,,-1%,189xx,PA,< 1 year,0
20000,4/22/2016,debt_consolidation,,20.67%,441xx,OH,5 years,0
10000,4/22/2016,other,,14.63%,229xx,VA,< 1 year,0
20000,4/22/2016,debt_consolidation,,-1%,021xx,MA,< 1 year,0
6000,4/22/2016,debt_consolidation,627,30.05%,337xx,FL,< 1 year,0
8000,4/22/2016,debt_consolidation,,54.12%,294xx,SC,< 1 year,0
30000,4/22/2016,credit_card,,52.11%,984xx,WA,< 1 year,0
19000,4/22/2016,credit_card,,47.23%,806xx,CO,5 years,0
16000,4/22/2016,small_business,,3.75%,144xx,NY,< 1 year,0
3000,4/22/2016,debt_consolidation,,12.49%,210xx,MD,< 1 year,0
25000,4/22/2016,Other,,6.42%,104xx,NY,6 years,0
12000,4/22/2016,credit_card,,2.78%,086xx,NJ,5 years,0
3500,4/22/2016,home_improvement,,16.58%,532xx,WI,5 years,0
5000,4/22/2016,Credit card refinancing,,18.89%,240xx,VA,< 1 year,0
5000,4/22/2016,major_purchase,,2.57%,917xx,CA,< 1 year,0
20000,4/22/2016,other,,34.72%,021xx,MA,< 1 year,0
25000,4/22/2016,debt_consolidation,,37.09%,327xx,FL,< 1 year,0
13000,4/22/2016,debt_consolidation,,141.96%,085xx,NJ,< 1 year,0
1000,4/22/2016,debt_consolidation,,12.83%,368xx,AL,< 1 year,0
10000,4/22/2016,debt_consolidation,,36.45%,373xx,TN,< 1 year,0
10000,4/22/2016,home_improvement,,33.33%,452xx,OH,,0
20000,4/22/2016,debt_consolidation,,39.12%,112xx,NY,< 1 year,0
1000,4/22/2016,other,,12.63%,403xx,KY,< 1 year,0
3000,4/22/2016,other,,1.40%,440xx,OH,< 1 year,0
1500,4/22/2016,medical,,26.98%,782xx,TX,< 1 year,0
35000,4/22/2016,other,,17.07%,088xx,NJ,< 1 year,0
10000,4/22/2016,debt_consolidation,,18.39%,464xx,IN,< 1 year,0
33000,4/22/2016,debt_consolidation,,106.18%,785xx,TX,< 1 year,0
15000,4/22/2016,debt_consolidation,,16.80%,029xx,RI,< 1 year,0
6500,4/22/2016,debt_consolidation,,39.12%,339xx,FL,< 1 year,0
16500,4/22/2016,debt_consolidation,,28.69%,342xx,FL,< 1 year,0
3000,4/22/2016,other,,17.67%,782xx,TX,< 1 year,0
5000,4/22/2016,debt_consolidation,,90.72%,282xx,NC,< 1 year,0
50000,4/22/2016,Business Loan,,-1%,775xx,TX,< 1 year,0
25000,4/22/2016,credit_card,611,72.75%,766xx,TX,< 1 year,0
16000,4/22/2016,major_purchase,,14.39%,165xx,PA,< 1 year,0
15000,4/22/2016,debt_consolidation,,28.79%,207xx,MD,< 1 year,0
35000,4/22/2016,other,,4.04%,190xx,PA,5 years,0
10000,4/22/2016,debt_consolidation,,27.24%,100xx,NY,< 1 year,0
30000,4/22/2016,debt_consolidation,,40.91%,760xx,TX,< 1 year,0
2000,4/22/2016,home_improvement,633,310.84%,688xx,NE,< 1 year,0
3875,4/22/2016,Credit card refinancing,,8.88%,537xx,WI,,0
20000,4/22/2016,debt_consolidation,,35.25%,112xx,NY,< 1 year,0
35000,4/22/2016,debt_consolidation,,-1%,195xx,PA,< 1 year,0
7000,4/22/2016,debt_consolidation,780,11.75%,989xx,WA,,0
4000,4/22/2016,other,,-1%,974xx,OR,5 years,0
55000,4/22/2016,Business Loan,,-1%,341xx,FL,< 1 year,0
5000,4/22/2016,credit_card,718,29.22%,042xx,ME,< 1 year,0
1500,4/22/2016,medical,,-1%,853xx,AZ,< 1 year,0
10000,4/22/2016,debt_consolidation,,56.36%,952xx,CA,5 years,0
6000,4/22/2016,other,,1.08%,440xx,OH,< 1 year,0
4000,4/22/2016,moving,,0.86%,070xx,NJ,< 1 year,0
4000,4/22/2016,other,,28.43%,647xx,MO,< 1 year,0
1500,4/22/2016,other,,63.33%,581xx,ND,< 1 year,0
3500,4/22/2016,debt_consolidation,,23.59%,212xx,MD,< 1 year,0
20000,4/22/2016,debt_consolidation,717,27.04%,146xx,NY,10+ years,0
5000,4/22/2016,Other,,27.47%,019xx,MA,10+ years,2
15000,4/22/2016,Home improvement,682,8.12%,232xx,VA,,0
200000,4/22/2016,Business Loan,,-1%,902xx,CA,< 1 year,0
15000,4/22/2016,medical,,24.32%,604xx,IL,< 1 year,0
20000,4/22/2016,other,624,66%,653xx,MO,< 1 year,0
10000,4/22/2016,debt_consolidation,,20.12%,112xx,NY,< 1 year,0
10000,4/22/2016,other,,8.03%,025xx,MA,5 years,0
5000,4/22/2016,debt_consolidation,,24.01%,112xx,NY,< 1 year,0
4000,4/22/2016,other,,2.12%,104xx,NY,< 1 year,0
40000,4/22/2016,major_purchase,,4.33%,088xx,NJ,< 1 year,0
50000,4/22/2016,Business Loan,,-1%,560xx,MN,< 1 year,2
40000,4/22/2016,debt_consolidation,,32.40%,333xx,FL,< 1 year,0
15000,4/22/2016,home_improvement,,22.29%,234xx,VA,5 years,0
15000,4/22/2016,debt_consolidation,,7.25%,956xx,CA,< 1 year,0
2500,4/22/2016,debt_consolidation,,21.40%,335xx,FL,< 1 year,0
12000,4/22/2016,debt_consolidation,,24.42%,151xx,PA,< 1 year,0
10000,4/22/2016,debt_consolidation,639,15.28%,945xx,CA,< 1 year,0
2000,4/22/2016,debt_consolidation,,14.01%,012xx,MA,< 1 year,0
6000,4/22/2016,small_business,,31.45%,532xx,WI,< 1 year,0
15000,4/22/2016,credit_card,,4.76%,802xx,CO,< 1 year,0
5000,4/22/2016,home_improvement,,30.25%,447xx,OH,< 1 year,0
13000,4/22/2016,other,,31.99%,117xx,NY,< 1 year,0
5000,4/22/2016,debt_consolidation,,20.37%,156xx,PA,< 1 year,0
1000,4/22/2016,moving,,-1%,374xx,TN,5 years,0
25000,4/22/2016,debt_consolidation,,14.58%,972xx,OR,5 years,0
10000,4/22/2016,debt_consolidation,,22.21%,722xx,AR,< 1 year,0
13000,4/22/2016,other,,2.22%,941xx,CA,< 1 year,0
12000,4/22/2016,credit_card,678,22.40%,494xx,MI,< 1 year,0
30000,4/22/2016,debt_consolidation,,0%,750xx,TX,< 1 year,0
3000,4/22/2016,debt_consolidation,,10.20%,330xx,FL,< 1 year,0
5000,4/22/2016,home_improvement,,16.80%,258xx,WV,< 1 year,0
10000,4/22/2016,Home improvement,689,26.07%,170xx,PA,8 years,0
6000,4/22/2016,small_business,620,64.81%,206xx,MD,< 1 year,0
7500,4/22/2016,car,,0.70%,490xx,MI,< 1 year,0
15000,4/22/2016,debt_consolidation,,27.02%,601xx,IL,< 1 year,0
15000,4/22/2016,debt_consolidation,,15.17%,411xx,KY,< 1 year,0
15000,4/22/2016,debt_consolidation,,25.91%,198xx,DE,< 1 year,0
2000,4/22/2016,car,,1.32%,432xx,OH,< 1 year,0
26000,4/22/2016,car,,36.29%,913xx,CA,,0
13500,4/22/2016,home_improvement,630,51.78%,376xx,TN,< 1 year,0
6000,4/22/2016,debt_consolidation,,1.08%,440xx,OH,< 1 year,0
10500,4/22/2016,other,,9.14%,808xx,CO,< 1 year,0
12000,4/22/2016,car,,22.46%,105xx,NY,< 1 year,0
20000,4/22/2016,debt_consolidation,,3.22%,114xx,NY,< 1 year,0
15000,4/22/2016,debt_consolidation,586,27.24%,430xx,OH,< 1 year,0
5000,4/22/2016,credit_card,,8.37%,313xx,GA,5 years,0
10000,4/22/2016,debt_consolidation,,52.42%,795xx,TX,< 1 year,0
15000,4/22/2016,debt_consolidation,,0%,553xx,MN,< 1 year,0
2000,4/22/2016,debt_consolidation,,11.73%,222xx,VA,< 1 year,0
9500,4/22/2016,debt_consolidation,,16.87%,286xx,NC,< 1 year,0
3000,4/22/2016,debt_consolidation,,4%,100xx,NY,,0
5000,4/22/2016,debt_consolidation,,24.40%,356xx,AL,< 1 year,0
1775,4/22/2016,credit_card,,13.44%,765xx,TX,5 years,0
8000,4/22/2016,Debt consolidation,643,21.97%,177xx,PA,10+ years,0
30000,4/22/2016,debt_consolidation,,1.51%,064xx,CT,< 1 year,0
10000,4/22/2016,debt_consolidation,,55.65%,906xx,CA,< 1 year,0
6000,4/22/2016,car,,15.98%,355xx,AL,< 1 year,0
40000,4/22/2016,other,,9999%,115xx,NY,< 1 year,0
20000,4/22/2016,debt_consolidation,691,21.68%,208xx,MD,< 1 year,0
15000,4/22/2016,debt_consolidation,,0.92%,331xx,FL,< 1 year,0
15000,4/22/2016,debt_consolidation,,26.17%,199xx,DE,5 years,0
2000,4/22/2016,debt_consolidation,,73.76%,949xx,CA,< 1 year,0
8000,4/22/2016,credit_card,,7.76%,064xx,CT,5 years,0
50000,4/22/2016,Business Loan,,-1%,331xx,FL,< 1 year,0
10000,4/22/2016,moving,,1.48%,802xx,CO,< 1 year,0
1000,4/22/2016,home_improvement,,66.58%,080xx,NJ,< 1 year,0
20000,4/22/2016,debt_consolidation,,-1%,104xx,NY,< 1 year,0
35000,4/22/2016,major_purchase,,19.93%,305xx,GA,< 1 year,0
22000,4/22/2016,major_purchase,,42.96%,010xx,MA,< 1 year,0
20000,4/22/2016,debt_consolidation,,51.07%,530xx,WI,< 1 year,0
25000,4/22/2016,debt_consolidation,,4.78%,064xx,CT,< 1 year,0
5000,4/22/2016,debt_consolidation,,13.20%,612xx,IL,5 years,0
9750,4/22/2016,credit_card,672,232.80%,159xx,PA,< 1 year,0
40000,4/22/2016,Debt consolidation,,9.57%,853xx,AZ,2 years,0
1000,4/22/2016,debt_consolidation,,17.79%,071xx,NJ,< 1 year,0
2500,4/22/2016,medical,,0%,681xx,NE,5 years,0
7000,4/22/2016,other,,38.07%,124xx,NY,< 1 year,0
10000,4/22/2016,other,,19.64%,351xx,AL,5 years,0
5000,4/22/2016,debt_consolidation,629,4.25%,198xx,DE,< 1 year,0
15000,4/22/2016,other,,9.32%,175xx,PA,< 1 year,0
2000,4/22/2016,medical,,35.32%,770xx,TX,< 1 year,0
2000,4/22/2016,credit_card,,45.61%,351xx,AL,< 1 year,0
35000,4/22/2016,credit_card,,27.02%,117xx,NY,< 1 year,0
40000,4/22/2016,debt_consolidation,,23.96%,160xx,PA,< 1 year,0
1500,4/22/2016,debt_consolidation,,0.69%,629xx,IL,< 1 year,0
5000,4/22/2016,debt_consolidation,,17.18%,611xx,IL,< 1 year,0
1000,4/22/2016,other,,4.36%,124xx,NY,5 years,0
1000,4/22/2016,credit_card,,61.53%,532xx,WI,< 1 year,0
20000,4/22/2016,debt_consolidation,,0%,104xx,NY,< 1 year,0
25000,4/22/2016,debt_consolidation,,26.66%,928xx,CA,< 1 year,0
5000,4/22/2016,Major purchase,658,29.45%,441xx,OH,7 years,0
5000,4/22/2016,other,,48.81%,148xx,NY,< 1 year,0
30000,4/22/2016,debt_consolidation,,31.74%,744xx,OK,< 1 year,0
2000,4/22/2016,debt_consolidation,,83.75%,337xx,FL,< 1 year,0
9500,4/22/2016,debt_consolidation,,45.95%,432xx,OH,< 1 year,0
7000,4/22/2016,major_purchase,,1.13%,294xx,SC,< 1 year,0
1000,4/22/2016,medical,,3.75%,770xx,TX,< 1 year,0
2500,4/22/2016,other,,20.79%,303xx,GA,5 years,0
2100,4/22/2016,debt_consolidation,,2.81%,027xx,MA,< 1 year,0
15000,4/22/2016,major_purchase,,0.38%,100xx,NY,< 1 year,0
15000,4/22/2016,other,,16.64%,860xx,AZ,5 years,0
1200,4/22/2016,credit_card,,10.08%,928xx,CA,< 1 year,0
7500,4/22/2016,other,,1.02%,891xx,NV,5 years,0
10000,4/22/2016,debt_consolidation,,26.06%,805xx,CO,< 1 year,0
28000,4/22/2016,debt_consolidation,,45.93%,072xx,NJ,< 1 year,0
3000,4/22/2016,home_improvement,,34.61%,231xx,VA,< 1 year,0
8000,4/22/2016,credit_card,,18.76%,331xx,FL,< 1 year,0
10000,4/22/2016,other,,3.34%,465xx,IN,,0
5000,4/22/2016,debt_consolidation,,21.52%,900xx,CA,< 1 year,0
4500,4/22/2016,debt_consolidation,,20.17%,484xx,MI,< 1 year,0
20000,4/22/2016,debt_consolidation,,31.28%,919xx,CA,< 1 year,0
5000,4/22/2016,other,,1.47%,342xx,FL,< 1 year,0
20000,4/22/2016,debt_consolidation,,3.46%,481xx,MI,< 1 year,0
20000,4/22/2016,debt_consolidation,,0.25%,100xx,NY,< 1 year,0
12000,4/22/2016,house,,8.29%,083xx,NJ,< 1 year,0
10000,4/22/2016,credit_card,581,41.79%,470xx,IN,< 1 year,0
1000,4/22/2016,other,,0%,908xx,CA,< 1 year,0
5000,4/22/2016,debt_consolidation,,-1%,304xx,GA,5 years,0
17500,4/22/2016,home_improvement,,10.86%,660xx,KS,< 1 year,0
5000,4/22/2016,Debt consolidation,651,6.08%,232xx,VA,,0
15000,4/22/2016,small_business,,9.89%,330xx,FL,< 1 year,0
40000,4/22/2016,debt_consolidation,,41.13%,296xx,SC,< 1 year,0
10000,4/22/2016,home_improvement,,0%,850xx,AZ,,0
25000,4/22/2016,debt_consolidation,,13.15%,856xx,AZ,5 years,0
7000,4/22/2016,Business,677,16.52%,019xx,MA,2 years,0
6000,4/22/2016,credit_card,,39.99%,620xx,IL,< 1 year,0
5000,4/22/2016,other,,37.01%,917xx,CA,< 1 year,0
10000,4/22/2016,Credit card refinancing,,4.84%,114xx,NY,10+ years,0
5500,4/22/2016,home_improvement,,21.14%,315xx,GA,5 years,0
15000,4/22/2016,home_improvement,,45.20%,750xx,TX,< 1 year,0
20000,4/22/2016,debt_consolidation,,12.32%,959xx,CA,< 1 year,0
5400,4/22/2016,medical,,4.16%,750xx,TX,< 1 year,0
25000,4/22/2016,major_purchase,,-1%,060xx,CT,< 1 year,0
50000,4/22/2016,Business Loan,,-1%,175xx,PA,< 1 year,0
20000,4/22/2016,debt_consolidation,,0%,100xx,NY,< 1 year,0
35000,4/22/2016,moving,,0%,460xx,IN,< 1 year,0
30000,4/22/2016,debt_consolidation,,4.41%,298xx,SC,5 years,0
10000,4/22/2016,debt_consolidation,,43.68%,799xx,TX,< 1 year,0
35000,4/22/2016,debt_consolidation,,35.90%,882xx,NM,< 1 year,0
10000,4/22/2016,car,,16.91%,468xx,IN,< 1 year,0
10000,4/22/2016,debt_consolidation,627,7.18%,207xx,MD,< 1 year,0
35000,4/22/2016,other,,2.57%,932xx,CA,5 years,0
30000,4/22/2016,debt_consolidation,,36.41%,283xx,NC,5 years,0
28000,4/22/2016,debt_consolidation,671,397.66%,970xx,OR,< 1 year,0
15000,4/22/2016,debt_consolidation,,1.33%,372xx,TN,< 1 year,0
10000,4/22/2016,house,,53.81%,531xx,WI,< 1 year,0
20000,4/22/2016,debt_consolidation,,189.66%,800xx,CO,< 1 year,0
32000,4/22/2016,debt_consolidation,,1.38%,100xx,NY,< 1 year,0
35000,4/22/2016,Credit card refinancing,,27.04%,928xx,CA,2 years,0
6000,4/22/2016,debt_consolidation,662,10.85%,498xx,MI,< 1 year,0
11000,4/22/2016,debt_consolidation,,42.10%,100xx,NY,< 1 year,0
5000,4/22/2016,home_improvement,,20.37%,775xx,TX,< 1 year,0
1500,4/22/2016,other,,29.83%,553xx,MN,< 1 year,0
35000,4/22/2016,home_improvement,,10.80%,302xx,GA,< 1 year,0
20000,4/22/2016,credit_card,,13.60%,127xx,NY,5 years,0
20000,4/22/2016,credit_card,,8.53%,770xx,TX,5 years,0
15000,4/22/2016,Vacation,,15.46%,112xx,ND,< 1 year,0
20000,4/22/2016,debt_consolidation,,14.47%,100xx,NY,< 1 year,0
1000,4/22/2016,other,,33%,112xx,NY,5 years,0
5000,4/22/2016,debt_consolidation,666,12.68%,282xx,NC,< 1 year,0
20000,4/22/2016,debt_consolidation,692,505.30%,922xx,CA,< 1 year,0
3500,4/22/2016,medical,,14.89%,296xx,SC,< 1 year,0
10000,4/22/2016,debt_consolidation,638,11.15%,379xx,TN,< 1 year,0
15000,4/22/2016,other,,3.63%,703xx,LA,< 1 year,0
33000,4/22/2016,debt_consolidation,,25.88%,170xx,PA,< 1 year,0
1000,4/22/2016,home_improvement,,0%,381xx,TN,< 1 year,0
6000,4/22/2016,other,,24%,323xx,FL,< 1 year,0
1000,4/22/2016,other,526,0.16%,251xx,WV,< 1 year,0
10000,4/22/2016,other,,6.73%,489xx,MI,< 1 year,0
30000,4/22/2016,credit_card,634,36.76%,919xx,CA,< 1 year,0
4000,4/22/2016,debt_consolidation,,15.03%,920xx,CA,< 1 year,0
15000,4/22/2016,major_purchase,,34.02%,051xx,VT,< 1 year,0
35000,4/22/2016,Debt consolidation,,14.52%,847xx,UT,8 years,0
2000,4/22/2016,other,,-1%,280xx,NC,5 years,0
2000,4/22/2016,moving,,18.54%,924xx,CA,< 1 year,0
20000,4/22/2016,debt_consolidation,685,16.90%,834xx,ID,< 1 year,0
15000,4/22/2016,debt_consolidation,,16.45%,604xx,IL,< 1 year,0
15000,4/22/2016,other,,18.50%,940xx,CA,< 1 year,0
5000,4/22/2016,debt_consolidation,,24.09%,705xx,LA,< 1 year,0
2500,4/22/2016,major_purchase,,0%,137xx,NY,< 1 year,0
15000,4/22/2016,debt_consolidation,,13.53%,191xx,PA,< 1 year,0
5000,4/22/2016,home_improvement,,145.87%,339xx,FL,< 1 year,0
10000,4/22/2016,debt_consolidation,595,29.43%,891xx,NV,< 1 year,0
10000,4/22/2016,home_improvement,,46.72%,367xx,AL,,0
1000,4/22/2016,debt_consolidation,708,63.05%,601xx,IL,< 1 year,0
5000,4/22/2016,home_improvement,,5.83%,316xx,GA,< 1 year,0
1200,4/22/2016,home_improvement,,17%,530xx,WI,< 1 year,0
5000,4/22/2016,credit_card,,176.16%,238xx,VA,< 1 year,0
6000,4/22/2016,debt_consolidation,,39.40%,236xx,VA,< 1 year,0
3000,4/22/2016,home_improvement,,0%,207xx,MD,< 1 year,0
7000,4/22/2016,debt_consolidation,,23.71%,956xx,CA,< 1 year,0
2000,4/22/2016,other,,67.67%,347xx,FL,,0
4000,4/22/2016,debt_consolidation,,8.74%,802xx,CO,< 1 year,0
15000,4/22/2016,debt_consolidation,677,99%,973xx,OR,< 1 year,0
5000,4/22/2016,debt_consolidation,,9.77%,903xx,CA,< 1 year,0
2500,4/22/2016,home_improvement,,25.46%,934xx,CA,< 1 year,0
40000,4/22/2016,credit_card,,53.98%,152xx,PA,< 1 year,0
10000,4/22/2016,debt_consolidation,,2.64%,104xx,NY,5 years,0
12000,4/22/2016,debt_consolidation,,18.26%,079xx,NJ,< 1 year,0
20000,4/22/2016,Debt consolidation,636,19.45%,980xx,WA,4 years,0
15000,4/22/2016,other,,9.43%,350xx,AL,5 years,0
20000,4/22/2016,debt_consolidation,,0%,021xx,MA,< 1 year,0
30000,4/22/2016,debt_consolidation,,44.42%,750xx,TX,< 1 year,0
10000,4/22/2016,moving,,40.03%,378xx,TN,< 1 year,0
5000,4/22/2016,debt_consolidation,,35.44%,957xx,CA,< 1 year,0
10000,4/22/2016,debt_consolidation,,39.94%,010xx,MA,< 1 year,0
4000,4/22/2016,debt_consolidation,509,2.25%,109xx,NY,< 1 year,0
20000,4/22/2016,credit_card,667,33.20%,532xx,WI,< 1 year,0
2500,4/22/2016,major_purchase,,13.68%,071xx,NJ,< 1 year,0
1500,4/22/2016,other,,8.38%,331xx,FL,5 years,0
300000,4/22/2016,Business Loan,,-1%,117xx,NY,< 1 year,0
5000,4/22/2016,debt_consolidation,,16.13%,309xx,GA,< 1 year,0
15000,4/22/2016,debt_consolidation,651,19.83%,890xx,NV,< 1 year,0
2000,4/22/2016,debt_consolidation,,11.10%,750xx,TX,< 1 year,0
4000,4/22/2016,debt_consolidation,,99.18%,449xx,OH,,0
3000,4/22/2016,other,,7.65%,943xx,CA,< 1 year,0
6500,4/22/2016,Credit card refinancing,588,26.09%,436xx,OH,10+ years,0
4500,4/22/2016,car,,24.86%,373xx,TN,< 1 year,0
35000,4/22/2016,house,,7.12%,926xx,CA,5 years,0
2000,4/22/2016,moving,,47.74%,495xx,MI,5 years,0
20000,4/22/2016,other,,3.23%,113xx,NY,< 1 year,0
2000,4/22/2016,credit_card,,29.66%,423xx,KY,< 1 year,0
16000,4/22/2016,debt_consolidation,671,6.43%,104xx,NY,< 1 year,0
40000,4/22/2016,debt_consolidation,544,42.16%,605xx,IL,< 1 year,0
5000,4/22/2016,debt_consolidation,592,28.91%,554xx,MN,< 1 year,0
15000,4/22/2016,credit_card,,22.56%,776xx,TX,< 1 year,0
5500,4/22/2016,debt_consolidation,,-1%,117xx,NY,< 1 year,0
10000,4/22/2016,small_business,651,33.81%,450xx,OH,< 1 year,0
10000,4/22/2016,debt_consolidation,,67.05%,333xx,FL,< 1 year,0
35000,4/22/2016,car,645,8.64%,209xx,MD,< 1 year,0
4000,4/22/2016,debt_consolidation,,12.69%,300xx,GA,< 1 year,0
1000,4/22/2016,medical,,0%,871xx,NM,5 years,0
20000,4/22/2016,debt_consolidation,,12.38%,104xx,NY,< 1 year,0
25000,4/22/2016,debt_consolidation,,21.72%,891xx,NV,5 years,0
25000,4/22/2016,Business Loan,,-1%,338xx,FL,< 1 year,0
30000,4/22/2016,credit_card,,28.34%,770xx,TX,< 1 year,0
8000,4/22/2016,home_improvement,,-1%,720xx,AR,5 years,0
40000,4/22/2016,credit_card,609,36.78%,913xx,CA,< 1 year,0
10000,4/22/2016,credit_card,639,32.72%,903xx,CA,< 1 year,0
20000,4/22/2016,credit_card,669,482.76%,681xx,NE,< 1 year,0
40000,4/22/2016,debt_consolidation,711,9999%,913xx,CA,< 1 year,0
15000,4/22/2016,credit_card,,12.38%,020xx,MA,5 years,0
15000,4/22/2016,debt_consolidation,,13.53%,191xx,PA,< 1 year,0
8500,4/22/2016,other,,6.86%,285xx,NC,5 years,0
5000,4/22/2016,debt_consolidation,,20%,629xx,IL,< 1 year,0
20000,4/22/2016,debt_consolidation,,56.98%,785xx,TX,< 1 year,0
25500,4/22/2016,debt_consolidation,,26.67%,200xx,DC,< 1 year,0
23000,4/22/2016,Debt consolidation,,40.72%,113xx,NY,10+ years,0
1025,4/22/2016,debt_consolidation,,32.73%,782xx,TX,5 years,0
10000,4/22/2016,moving,730,29.35%,920xx,CA,< 1 year,0
20000,4/22/2016,debt_consolidation,,21.21%,934xx,CA,< 1 year,0
40000,4/22/2016,Business Loan,,-1%,030xx,NH,< 1 year,0
15000,4/22/2016,debt_consolidation,,48.77%,281xx,NC,,0
15000,4/22/2016,debt_consolidation,,43.60%,370xx,TN,< 1 year,0
2000,4/22/2016,major_purchase,,0.35%,770xx,TX,< 1 year,0
5000,4/22/2016,other,,15.30%,294xx,SC,< 1 year,0
20000,4/22/2016,debt_consolidation,,17.37%,333xx,FL,< 1 year,0
1000,4/22/2016,other,,13.11%,704xx,LA,< 1 year,0
3000,4/22/2016,debt_consolidation,,16.27%,210xx,MD,< 1 year,0
6000,4/22/2016,home_improvement,,1.58%,913xx,CA,< 1 year,0
25000,4/22/2016,Credit card refinancing,748,18.32%,333xx,FL,10+ years,0
21300,4/22/2016,debt_consolidation,,41.74%,748xx,OK,< 1 year,0
10000,4/22/2016,other,,0.83%,982xx,WA,< 1 year,0
20000,4/22/2016,debt_consolidation,,30.94%,440xx,OH,< 1 year,0
30000,4/22/2016,credit_card,,15.44%,460xx,IN,< 1 year,0
26300,4/22/2016,debt_consolidation,620,40.30%,450xx,OH,< 1 year,0
35000,4/22/2016,debt_consolidation,,66.61%,789xx,TX,< 1 year,0
3000,4/22/2016,major_purchase,,1.50%,816xx,CO,5 years,0
30000,4/22/2016,debt_consolidation,,31.25%,932xx,CA,< 1 year,0
7000,4/22/2016,Other,635,22.54%,088xx,NJ,1 year,0
30000,4/22/2016,debt_consolidation,694,11.05%,932xx,CA,< 1 year,0
40000,4/22/2016,car,656,26.47%,283xx,NC,< 1 year,0
3000,4/22/2016,debt_consolidation,,51.92%,484xx,MI,< 1 year,0
4000,4/22/2016,Business,,8.14%,891xx,NV,10+ years,0
1500,4/22/2016,medical,,39.21%,762xx,TX,< 1 year,0
22550,4/22/2016,major_purchase,,34.11%,540xx,WV,< 1 year,0
10000,4/22/2016,debt_consolidation,618,13.04%,921xx,CA,< 1 year,0
3500,4/22/2016,other,,12.05%,483xx,MI,< 1 year,0
2000,4/22/2016,other,615,76.12%,168xx,PA,< 1 year,0
6500,4/22/2016,other,,22.53%,335xx,FL,< 1 year,0
6750,4/22/2016,debt_consolidation,,37.52%,300xx,GA,< 1 year,0
2000,4/22/2016,debt_consolidation,,28.57%,236xx,VA,5 years,0
35000,4/22/2016,debt_consolidation,,14.37%,070xx,NJ,,0
15000,4/22/2016,debt_consolidation,,8.11%,473xx,IN,< 1 year,0
9000,4/22/2016,credit_card,,8.70%,100xx,NY,5 years,0
2000,4/22/2016,credit_card,,5.23%,773xx,TX,< 1 year,0
35000,4/22/2016,small_business,,52.43%,481xx,MI,5 years,0
4000,4/22/2016,major_purchase,,7.57%,176xx,PA,5 years,0
1000,4/22/2016,other,,48.26%,221xx,VA,< 1 year,0
30000,4/22/2016,credit_card,,17.32%,175xx,PA,< 1 year,0
20000,4/22/2016,debt_consolidation,,46.97%,346xx,FL,< 1 year,0
5000,4/22/2016,debt_consolidation,615,32.10%,220xx,VA,< 1 year,0
10000,4/22/2016,debt_consolidation,,25.84%,982xx,WA,< 1 year,0
20000,4/22/2016,debt_consolidation,,32.40%,245xx,VA,5 years,0
20000,4/22/2016,debt_consolidation,632,15.74%,441xx,OH,< 1 year,0
10000,4/22/2016,home_improvement,,10.44%,452xx,OH,,0
1000,4/22/2016,major_purchase,,21.15%,703xx,LA,< 1 year,0
8000,4/22/2016,major_purchase,,9.14%,061xx,CT,5 years,0
2500,4/22/2016,medical,,7.76%,346xx,FL,5 years,0
2000,4/22/2016,debt_consolidation,,-1%,857xx,AZ,< 1 year,0
5450,4/22/2016,other,,53.22%,890xx,NV,,0
10000,4/22/2016,credit_card,,211.80%,967xx,HI,< 1 year,0
5000,4/22/2016,debt_consolidation,,26.04%,175xx,PA,< 1 year,0
25000,4/22/2016,debt_consolidation,,33.75%,601xx,IL,,0
16000,4/22/2016,debt_consolidation,,1.50%,799xx,TX,5 years,0
40000,4/22/2016,debt_consolidation,710,55.59%,308xx,GA,< 1 year,0
15000,4/22/2016,debt_consolidation,621,21.53%,750xx,TX,< 1 year,0
50000,4/22/2016,Business Loan,,-1%,606xx,IL,< 1 year,2
25000,4/22/2016,debt_consolidation,,12.65%,109xx,NY,< 1 year,0
10000,4/22/2016,medical,,13.45%,770xx,TX,5 years,0
2800,4/22/2016,debt_consolidation,,3.60%,721xx,AR,< 1 year,0
15000,4/22/2016,debt_consolidation,,9.70%,826xx,WY,5 years,0
5000,4/22/2016,debt_consolidation,,16.50%,334xx,FL,< 1 year,0
10000,4/22/2016,debt_consolidation,,24.12%,774xx,TX,5 years,0
